src_id	Name	Area	Area type	Station start date	Station end date	Latitude	Longitude	Postcode
16154	BALLYHANNA FOREST 	LONDONDERRY 	COUNTY 	1/1/1962	12/31/1972	55.0969	-6.89241	BT49 0 
16368	BALLYHENRY 	ANTRIM 	COUNTY 	1/1/1983	12/31/1983	54.6987	-5.974	BT36 4 
1429	BALLYKELLY 	LONDONDERRY 	COUNTY 	1/1/1946	6/27/2012	55.0573	-7.00725	BT49 9 
16132	BALLYKELLY FOREST 	LONDONDERRY 	COUNTY 	1/1/1961	12/31/1970	55.0416	-7.04256	BT49 9 
1495	BALLYKINE: ROCKVALE 	DOWN 	COUNTY 	1/1/1982	7/31/2004	54.3987	-5.92875	BT24 8 
16179	BALLYLANE W WKS 	ARMAGH 	COUNTY 	1/1/1956	12/31/1990	54.2565	-6.51911	BT60 2 
1484	BALLYLUMFORD 	ANTRIM 	COUNTY 	1/1/1967	12/31/1984	54.8428	-5.78305	BT40 3 
16170	BALLYMAGHERY 	DOWN 	COUNTY 	1/1/1967	12/31/1973	54.1972	-6.13196	BT34 5 
16238	BALLYMENA: HARRYVILLE 	ANTRIM 	COUNTY 	1877-01-01 	12/31/1971	54.8606	-6.27587	BT42 3 
16237	BALLYMENA: TROSTAN AVENUE 	ANTRIM 	COUNTY 	1/1/1969	12/31/1972	54.8632	-6.26797	BT43 7 
1446	BALLYMONEY 	ANTRIM 	COUNTY 	1/1/1960	12/31/1977	55.0715	-6.5236	BT53 7 
16294	BALLYMONEY S WKS 	ANTRIM 	COUNTY 	1/1/1973	11/1/2007	55.0649	-6.52543	BT53 7 
1539	BALLYNACOR S WKS 	ARMAGH 	COUNTY 	1/1/1982	12/31/1983	54.4734	-6.40945	BT66 6 
16449	BALLYNAHINCH: BALLYMACARN SOUTH 	DOWN 	COUNTY 	1/1/1984	12/31/1991	54.3721	-5.89777	BT24 8 
16448	BALLYNAHINCH KINEDALE 	DOWN 	COUNTY 	1/1/1991	6/1/2006	54.4083	-5.91132	BT24 8 
19001	BALLYNURE 	ANTRIM 	COUNTY 	1/1/1997	6/30/2002	54.7739	-5.95315	BT39 9 
1467	BALLYPATRICK FOREST 	ANTRIM 	COUNTY 	1/1/1961	Current 	55.1806	-6.15336	BT54 6 
16271	BALLYRONAN 	LONDONDERRY 	COUNTY 	1/1/1964	12/31/1975	54.7086	-6.53216	BT45 6 
16417	BALLYSALLAGH RESR 	DOWN 	COUNTY 	1/1/1949	12/1/2008	54.6343	-5.74659	BT23 4 
1527	BALLYWALTER PARK 	DOWN 	COUNTY 	1/1/1932	Current 	54.5351	-5.49223	BT22 2 
16861	BALLYWALTER PARK NO 3 	DOWN 	COUNTY 	1/1/1995	12/31/2008	54.5289	-5.49394	BT22 2 
1517	BALLYWATTICOCK 	DOWN 	COUNTY 	1/1/1961	Current 	54.5721	-5.65603	BT22 2 
16222	BALLYWEENY 	ANTRIM 	COUNTY 	1/1/1980	12/31/1987	55.0375	-6.33242	BT44 9 
1431	BANAGHER: CAUGH HILL 	LONDONDERRY 	COUNTY 	1/1/1969	Current 	54.8856	-6.96549	BT47 4 
16145	BANAGHER FILTERS 	LONDONDERRY 	COUNTY 	1/1/1931	12/31/1979	54.8846	-6.9559	BT47 4 
16418	BANGOR: GARTH HOUSE SCHOOL 	DOWN 	COUNTY 	1/1/1939	12/31/1965	54.6657	-5.68419	BT20 3 
1521	BANGOR HARBOUR 	DOWN 	COUNTY 	1/1/1991	7/1/2007	54.6642	-5.66841	BT20 
1524	BANGOR NO 2 	DOWN 	COUNTY 	1/1/1956	12/31/1963	54.6705	-5.656	BT20 3 
1518	BANGOR: RATHGAEL 	DOWN 	COUNTY 	1/1/1988	12/31/1993	54.6387	-5.68108	BT19 1 
1522	BANGOR: SEACOURT 	DOWN 	COUNTY 	1/1/1975	12/31/1988	54.6683	-5.67939	BT19 
30245	BANGOR: SPRINGHILL 	DOWN 	COUNTY 	5/1/2001	Current 	54.6551	-5.69976	BT19 1 
19012	BANGOR: ST MALACHYS PRIMARY SCHOOL 	DOWN 	COUNTY 	12/1/1996	4/30/2002	54.6469	-5.68681	BT19 1 
1544	BARONS COURT 	TYRONE 	COUNTY 	1892-01-01 	8/31/2015	54.6958	-7.42178	BT78 4 
1545	BARONS COURT FOREST 	TYRONE 	COUNTY 	1/1/1961	12/31/1984	54.7054	-7.43992	BT78 4 
16099	BAUCK HILL 	TYRONE 	COUNTY 	1/1/1964	12/31/1966	54.6493	-7.08124	BT79 9 
16098	BAUCK HILL NO 2 	TYRONE 	COUNTY 	1/1/1967	12/31/1975	54.6484	-7.08281	BT79 9 
1459	BEAGHS FOREST 	ANTRIM 	COUNTY 	1/1/1962	12/31/1977	55.0794	-6.18033	BT44 0 
16521	BELCOO 	FERMANAGH 	COUNTY 	1/1/1970	12/31/1971	54.296	-7.8679	BT93 5 
24106	BELCOO: DRUMKEENAGH 	FERMANAGH 	COUNTY 	1/1/1999	Current 	54.3359	-7.9684	BT93 
19162	BELFAST DANESFORT 	ANTRIM 	COUNTY 	2/1/1997	6/11/2002	54.5706	-5.9417	BT9 5 
16401	BELFAST: DERAMORE PARK 	ANTRIM 	COUNTY 	1/1/1967	12/31/1969	54.5643	-5.94047	BT9 5 
1476	BELFAST HARBOUR 	ANTRIM 	COUNTY 	1/1/1966	12/31/1994	54.6272	-5.89082	BT3 9 
1477	BELFAST HARBOUR DOCK 	ANTRIM 	COUNTY 	1/1/1994	4/30/2003	54.6132	-5.91168	BT3 9 
18908	BELFAST HARBOUR NO 2 	ANTRIM 	COUNTY 	6/1/1988	Current 	54.6141	-5.91008	BT13 3 
16411	BELFAST: KINGSWAY GARDENS 	DOWN 	COUNTY 	1/1/1946	12/31/1954	54.5907	-5.85712	BT5 7 
16407	BELFAST: LINEN HALL 	ANTRIM 	COUNTY 	1796-01-01 	1895-12-31 	54.5964	-5.92956	BT1 5 
16406	BELFAST: LINEN HALL LIBRARY 	ANTRIM 	COUNTY 	1895-01-01 	12/31/1903	54.5974	-5.9357	BT12 4 
1469	BELFAST: MALONE 	ANTRIM 	COUNTY 	1/1/1966	12/31/1990	54.5531	-5.96731	BT9 5 
1499	BELFAST: MILLTOWN 	DOWN 	COUNTY 	1/1/1972	12/31/1980	54.549	-5.94124	BT8 8 
1475	BELFAST NEWFORGE 	DOWN 	COUNTY 	1/1/1982	Current 	54.5602	-5.93976	BT9 5 
16374	BELFAST P STA 	ANTRIM 	COUNTY 	1/1/1904	Current 	54.6219	-5.90948	BT3 9 
16403	BELFAST: QUEENS UNIVERSITY 	ANTRIM 	COUNTY 	1/1/1920	12/31/1956	54.584	-5.93483	BT7 1 
56952	BELFAST: QUEENS UNIVERSITY NO 2 	ANTRIM 	COUNTY 	3/1/2011	Current 	54.5854	-5.93784	BT9 6 
1470	BELFAST: QUEENS UNIVERSITY ROOF 	ANTRIM 	COUNTY 	1/1/1967	12/31/1973	54.5848	-5.93324	BT7 1 
1501	BELFAST: RAVENHILL ROAD 	DOWN 	COUNTY 	1/1/1985	Current 	54.5837	-5.90879	BT6 8 
1506	BELFAST: ROSEBANK 	DOWN 	COUNTY 	1/1/1969	12/31/1983	54.5756	-5.86719	BT5 7 
1498	BELFAST: SHAWS BRIDGE 	DOWN 	COUNTY 	1/1/1978	12/31/1985	54.5482	-5.94746	BT8 8 
19222	BELFAST STRATHEARN 	DOWN 	COUNTY 	8/1/1997	5/31/2003	54.6007	-5.86279	BT4 3 
1463	BELFAST: UPPER FALLS 	ANTRIM 	COUNTY 	1/1/1979	2/1/2004	54.5774	-5.97384	BT11 9 
16405	BELFAST WEATHER CENTRE 	ANTRIM 	COUNTY 	1/1/1982	12/31/1999	54.5974	-5.93106	BT1 6 
24108	BELFAST: WHITEHOUSE 	ANTRIM 	COUNTY 	12/1/1998	11/1/2005	54.6505	-5.91393	BT37 
16279	BELLAGHY POLICE STATION 	LONDONDERRY 	COUNTY 	1/1/1964	12/31/1967	54.8082	-6.51922	BT45 8 
16278	BELLAGHY PRIMARY SCHOOL 	LONDONDERRY 	COUNTY 	1/1/1967	12/31/1982	54.8117	-6.51442	BT45 8 
16280	BELLAGHY: SANDYMOUNT 	LONDONDERRY 	COUNTY 	1/1/1983	12/31/1987	54.8237	-6.47041	BT45 8 
16528	BELLANALECK W WKS 	FERMANAGH 	COUNTY 	1/1/1963	12/31/1987	54.2991	-7.62518	BT92 2 
16159	BELLARENA 	LONDONDERRY 	COUNTY 	1864-01-01 	12/31/1949	55.1351	-6.94624	BT49 
16548	BELLEEK 	FERMANAGH 	COUNTY 	1879-01-01 	3/1/2009	54.4765	-8.08488	BT93 3 
16529	BELLEVUE 	FERMANAGH 	COUNTY 	1/1/1949	12/31/1971	54.317	-7.61119	BT74 4 
1479	BELMONT 	ANTRIM 	COUNTY 	1/1/1963	Current 	54.7448	-5.77521	BT38 9 
16410	BELMONT NO 2 	DOWN 	COUNTY 	1/1/1964	12/31/1971	54.6022	-5.85032	BT4 3 
16531	BELMORE FOREST 	FERMANAGH 	COUNTY 	1/1/1962	12/31/1973	54.3427	-7.81393	BT74 5 
1559	BENBURB PRIORY 	TYRONE 	COUNTY 	1/1/1960	12/31/1991	54.4118	-6.74305	BT71 7 
16078	BERAGH 	TYRONE 	COUNTY 	1/1/1980	12/31/1986	54.5527	-7.13597	BT79 0 
16079	BERAGH POLICE STATION 	TYRONE 	COUNTY 	1/1/1964	12/31/1979	54.5501	-7.15612	BT79 0 
30444	BERAGH: ROSCAVEY 	TYRONE 	COUNTY 	12/1/2001	Current 	54.5109	-7.15399	BT79 
1537	BESSBROOK 	ARMAGH 	COUNTY 	1/1/1919	12/31/1985	54.1937	-6.38957	BT35 7 
16504	BIG DOG FOREST 	FERMANAGH 	COUNTY 	1/1/1964	12/31/1973	54.3922	-7.93996	BT93 6 
16864	BISHOPSCOURT MET OFFICE 	DOWN 	COUNTY 	1/1/1946	12/31/1947	54.3091	-5.59975	BT30 7 
1461	BLACK MOUNTAIN 	ANTRIM 	COUNTY 	1/1/1963	12/31/1973	54.5863	-6.02291	BT17 0 
16385	BLARIS CEMETERY 	DOWN 	COUNTY 	1/1/1963	12/31/1982	54.4962	-6.06277	BT27 5 
16499	BONDS MOUNTAIN FOREST 	ARMAGH 	COUNTY 	1/1/1961	7/1/2008	54.2015	-6.58491	BT60 2 
1426	BOOM HALL 	LONDONDERRY 	COUNTY 	1/1/1978	8/1/1997	55.02	-7.3042	BT48 8 
16243	BRAETOWN 	ANTRIM 	COUNTY 	1/1/1962	Current 	54.8473	-5.99448	BT42 4 
16536	BREAGHO BRIDGE 	FERMANAGH 	COUNTY 	1/1/1961	12/31/1985	54.3754	-7.59217	BT74 4 
16307	BREEN FOREST 	ANTRIM 	COUNTY 	1/1/1962	12/31/1994	55.1387	-6.24037	BT54 6 
19221	BROOKHALL 	LONDONDERRY 	COUNTY 	1/1/1998	9/1/2007	55.0309	-7.28748	BT48 8 
16236	BROUGHSHANE 	ANTRIM 	COUNTY 	1/1/1965	12/31/1965	54.8903	-6.21537	BT43 7 
16235	BROUGHSHANE FILTERS 	ANTRIM 	COUNTY 	1/1/1967	2/1/2005	54.915	-6.18308	BT43 7 
19163	BROUGHSHANE: WILSON HOUSE 	ANTRIM 	COUNTY 	6/1/1997	2/1/2007	54.8913	-6.21567	BT43 7 
16241	BRUNT HILL NO 1 	ANTRIM 	COUNTY 	1/1/1961	Current 	54.8404	-5.94544	BT40 2 
16242	BRUNT HILL NO 2 	ANTRIM 	COUNTY 	1/1/1962	Current 	54.8363	-5.96163	BT40 2 
1497	BRYANSFORD 	DOWN 	COUNTY 	7/1/1957	3/31/2001	54.2281	-5.93577	BT33 0 
16517	BUNLOUGHER FOREST 	FERMANAGH 	COUNTY 	1/1/1961	12/31/1976	54.2621	-7.37842	BT92 5 
16423	BURR POINT 	DOWN 	COUNTY 	1/1/1978	12/31/1983	54.4846	-5.43667	BT24 
16328	BUSH HEAD 	ANTRIM 	COUNTY 	1/1/1965	Current 	55.0406	-6.18503	BT44 0 
16317	BUSHMILLS DISTILLERY 	ANTRIM 	COUNTY 	1/1/1989	12/31/1992	55.2016	-6.51565	BT57 8 
19271	BUSHMILLS: EAGRY 	ANTRIM 	COUNTY 	5/1/1998	9/30/2003	55.1972	-6.51738	BT57 8 
16318	BUSHMILLS POLICE STATION 	ANTRIM 	COUNTY 	1/1/1964	12/31/1988	55.2044	-6.52026	BT57 8 
16316	BUSHMILLS: PRIESTLAND 	ANTRIM 	COUNTY 	1/1/1990	7/17/2014	55.1781	-6.56663	BT57 8 
61926	BUSHMILLS: PRIESTLAND NO 2 	ANTRIM 	COUNTY 	7/17/2014	Current 	55.1871	-6.55497	BT57 8 
62095	CABRAGH 	TYRONE 	COUNTY 	2/1/2017	Current 	54.4975	-6.90826	BT70 3 
17350	CAIRNDHU GOLF CLUB 	ANTRIM 	COUNTY 	7/1/1996	Current 	54.8956	-5.8516	BT40 2 
1560	CALEDON 	TYRONE 	COUNTY 	1/1/1991	12/31/1992	54.3763	-6.88265	BT68 4 
23460	CALEDON: CHURCH HILL 	TYRONE 	COUNTY 	7/1/1998	8/31/2003	54.3543	-6.83556	BT68 4 
57091	CALEDON: MAIN STREET 	TYRONE 	COUNTY 	2/1/2012	Current 	54.3518	-6.83725	BT68 4 
16290	CAM FOREST 	LONDONDERRY 	COUNTY 	1/1/1961	6/1/2006	55.0404	-6.80323	BT49 0 
1536	CAMLOUGH 	ARMAGH 	COUNTY 	1/1/1972	12/31/1974	54.1508	-6.40807	BT35 8 
16131	CAMPSEY FOREST 	LONDONDERRY 	COUNTY 	1/1/1970	12/31/1981	55.041	-7.20684	BT47 3 
16208	CAPPAGH RESR 	TYRONE 	COUNTY 	1/1/1960	4/30/2011	54.5515	-6.94134	BT70 2 
16169	CARMEEN 	DOWN 	COUNTY 	1/1/1967	12/31/1970	54.1728	-6.1836	BT34 5 
1427	CARMONEY 	LONDONDERRY 	COUNTY 	1/1/1962	Current 	55.025	-7.21032	BT47 3 
16239	CARNINARD MOUNTAIN 	ANTRIM 	COUNTY 	1/1/1960	5/15/2013	54.8136	-5.95641	BT39 9 
16228	CARNLEA 	ANTRIM 	COUNTY 	1/1/1959	12/31/1971	54.9278	-6.32448	BT43 5 
1457	CARNLOUGH 	ANTRIM 	COUNTY 	1/1/1975	4/30/2005	54.9839	-5.99247	BT44 0 
16313	CARNMOON 	ANTRIM 	COUNTY 	1/1/1977	12/31/1984	55.1882	-6.44548	BT57 8 
16500	CARRAN HILL W WKS 	ARMAGH 	COUNTY 	1/1/1983	Current 	54.0911	-6.60585	BT35 9 
16354	CARRICKFERGUS 	ANTRIM 	COUNTY 	1/1/1964	12/31/1979	54.7165	-5.80547	BT38 8 
16355	CARRICKFERGUS HARBOUR 	ANTRIM 	COUNTY 	1/1/1980	12/31/1984	54.7129	-5.80877	BT38 8 
1549	CARRIGANS 	TYRONE 	COUNTY 	1/1/1963	12/31/1992	54.6752	-7.32562	BT79 7 
1567	CASTLE ARCHDALE FOREST 	FERMANAGH 	COUNTY 	1/1/1962	12/31/1994	54.4817	-7.70838	BT94 1 
16867	CASTLE ARCHDALE MET OFFICE 	FERMANAGH 	COUNTY 	1/1/1942	12/31/1957	54.4764	-7.73001	BT94 1 
16527	CASTLE COOLE 	FERMANAGH 	COUNTY 	1/1/1925	1/31/2000	54.335	-7.60179	BT74 4 
1438	CASTLEDAWSON: HILLHEAD 	LONDONDERRY 	COUNTY 	1/1/1986	5/31/2000	54.7877	-6.53552	BT45 8 
1543	CASTLEDERG 	TYRONE 	COUNTY 	1/1/1963	Current 	54.707	-7.57668	BT81 7 
16115	CASTLEDERG FOREST NURSERY 	TYRONE 	COUNTY 	1/1/1985	Current 	54.7026	-7.63031	BT81 7 
16349	CASTLE DOBBS 	ANTRIM 	COUNTY 	1726-01-01 	1726-12-31 	54.7443	-5.75582	BT38 9 
1508	CASTLEREAGH 	DOWN 	COUNTY 	1/1/1990	Current 	54.5649	-5.87004	BT6 9 
16163	CASTLEROCK: CRAIGHEAD 	LONDONDERRY 	COUNTY 	1/1/1939	12/31/1953	55.1642	-6.78383	BT51 4 
16164	CASTLEROCK GOLF CLUB 	LONDONDERRY 	COUNTY 	1/1/1966	12/31/1974	55.166	-6.78221	BT51 4 
16162	CASTLEROCK: NORWELL 	LONDONDERRY 	COUNTY 	1/1/1980	12/31/1986	55.1634	-6.7917	BT51 4 
16257	CASTLE UPTON 	ANTRIM 	COUNTY 	1/1/1964	12/31/1993	54.7043	-6.09476	BT39 0 
16467	CASTLEWELLAN FOREST 	DOWN 	COUNTY 	1/1/1963	12/31/1974	54.2603	-5.92802	BT31 9 
16466	CASTLEWELLAN FOREST NO 2 	DOWN 	COUNTY 	1/1/1974	12/31/1985	54.2661	-5.94922	BT31 9 
1533	CASTOR BAY W WKS 	ARMAGH 	COUNTY 	1/1/1969	10/1/2008	54.5013	-6.34227	BT67 9 
16198	CHARLEMONT LOCK 	ARMAGH 	COUNTY 	1/1/1970	12/31/1971	54.4461	-6.68032	BT71 6 
16515	CLABBY W WKS 	FERMANAGH 	COUNTY 	1/1/1963	12/31/1981	54.4041	-7.37165	BT75 0 
16126	CLAUDY 	LONDONDERRY 	COUNTY 	1/1/1974	12/31/1976	54.9131	-7.1579	BT47 3 
16199	CLAY LAKE 	ARMAGH 	COUNTY 	1/1/1960	12/31/1986	54.2354	-6.71774	BT60 3 
24926	CLOGHER: LISBANE 	TYRONE 	COUNTY 	6/1/1999	1/31/2002	54.3982	-7.13922	BT76 0 
16347	CLOGHFIN 	ANTRIM 	COUNTY 	1/1/1964	12/31/1964	54.774	-5.70754	BT40 3 
16130	CLOGHOLE P STA 	LONDONDERRY 	COUNTY 	1/1/1963	Current 	55.0248	-7.23487	BT47 3 
16124	CLOGHORNAGH 	LONDONDERRY 	COUNTY 	1/1/1966	Current 	54.8235	-7.00483	BT47 4 
16223	CLOUGHMILLS 	ANTRIM 	COUNTY 	1/1/1975	12/31/1983	55.0006	-6.3277	BT44 9 
16224	CLOUGHMILLS: MAIN STREET 	ANTRIM 	COUNTY 	1/1/1964	Current 	54.9969	-6.32893	BT44 9 
30014	COALISLAND: BALLYNAKILLY 	TYRONE 	COUNTY 	7/1/2000	12/31/2001	54.5136	-6.68587	BT71 
16513	COLEBROOKE 	FERMANAGH 	COUNTY 	1/1/1930	12/31/1973	54.3484	-7.37097	BT75 0 
16857	COLERAINE: CARTHALL FILTERS 	LONDONDERRY 	COUNTY 	1/1/1957	12/31/1977	55.1319	-6.70014	BT51 3 
16295	COLERAINE: CUTTS 	ANTRIM 	COUNTY 	1/1/1937	Current 	55.1126	-6.66147	BT51 3 
16296	COLERAINE: INGLEDENE 	LONDONDERRY 	COUNTY 	1/1/1931	12/31/1957	55.1242	-6.65335	BT52 1 
62066	COLERAINE: MOUNTSANDEL 	LONDONDERRY 	COUNTY 	1/1/2016	Current 	55.1256	-6.66735	BT52 1 
1437	COLERAINE UNIVERSITY 	LONDONDERRY 	COUNTY 	1/1/1969	12/31/2003	55.1541	-6.67745	BT52 1 
16394	COLINWELL 	ANTRIM 	COUNTY 	1/1/1984	10/31/2007	54.5679	-6.03767	BT17 0 
16226	COLLIN TOP 	ANTRIM 	COUNTY 	1/1/1964	Current 	54.9789	-6.11437	BT44 0 
1514	COMBER CEMETERY 	DOWN 	COUNTY 	1/1/1963	12/31/1983	54.5516	-5.7324	BT23 5 
16440	COMBER RESR 	DOWN 	COUNTY 	1/1/1977	10/31/2007	54.5525	-5.76149	BT23 5 
19243	CONLIG: NEW WORKS 	DOWN 	COUNTY 	1/1/1998	Current 	54.6308	-5.68067	BT23 4 
16419	CONLIG RESR 	DOWN 	COUNTY 	1/1/1949	12/31/1958	54.6287	-5.67854	BT23 7 
16420	CONLIG RESR NO 2 	DOWN 	COUNTY 	1/1/1958	12/31/1985	54.6332	-5.67829	BT23 4 
1557	COOKSTOWN 	TYRONE 	COUNTY 	1/1/1962	12/31/1995	54.6147	-6.7368	BT80 9 
16266	COOKSTOWN NO 1 	TYRONE 	COUNTY 	1/1/1950	12/31/1982	54.6103	-6.74158	BT80 9 
1425	COOLKEERAGH POWER STATION 	LONDONDERRY 	COUNTY 	1/1/1970	10/31/1985	55.0431	-7.25061	BT48 8 
16353	COPELAND RESR 	ANTRIM 	COUNTY 	1887-01-01 	Current 	54.7493	-5.78257	BT38 9 
1562	CORGARY 	FERMANAGH 	COUNTY 	1/1/1973	2/1/2012	54.4401	-8.05156	BT93 4 
23456	CORRANNY PRIMARY SCHOOL 	FERMANAGH 	COUNTY 	12/1/1996	2/1/2001	54.2428	-7.29433	BT92 
16416	CRAIGAVAD: SEAHILL 	DOWN 	COUNTY 	1/1/1970	12/31/1971	54.6591	-5.76671	BT18 0 
16422	CRAIGMORE 	DOWN 	COUNTY 	1/1/1920	12/31/1953	54.6598	-5.56826	BT21 0 
